num_users,num_items,num_interactions,density,user_item_ratio,item_user_ratio,highest_num_rating_by_single_user,lowest_num_rating_by_single_user,highest_num_rating_on_single_item,lowest_num_rating_on_single_item,mean_num_ratings_by_user,mean_num_ratings_on_item,BPR_0,BPR_1,BPR_2,BPR_3,BPR_4,CDAE_0,CDAE_1,CDAE_2,CDAE_3,CDAE_4,DMF_0,DMF_1,DMF_2,DMF_3,DMF_4,EASE_0,EASE_1,EASE_2,EASE_3,EASE_4,ENMF_0,ENMF_1,ENMF_2,ENMF_3,ENMF_4,ImplicitMF_0,ImplicitMF_1,ImplicitMF_2,ImplicitMF_3,ImplicitMF_4,ItemItem_0,ItemItem_1,ItemItem_2,ItemItem_3,ItemItem_4,ItemKNNRP_0,ItemKNNRP_1,ItemKNNRP_2,ItemKNNRP_3,ItemKNNRP_4,ItemKNN_0,ItemKNN_1,ItemKNN_2,ItemKNN_3,ItemKNN_4,LINE_0,LINE_1,LINE_2,LINE_3,LINE_4,MacridVAE_0,MacridVAE_1,MacridVAE_2,MacridVAE_3,MacridVAE_4,MultiDAE_0,MultiDAE_1,MultiDAE_2,MultiDAE_3,MultiDAE_4,MultiVAE_0,MultiVAE_1,MultiVAE_2,MultiVAE_3,MultiVAE_4,NCEPLRec_0,NCEPLRec_1,NCEPLRec_2,NCEPLRec_3,NCEPLRec_4,NMF_0,NMF_1,NMF_2,NMF_3,NMF_4,NeuMF_0,NeuMF_1,NeuMF_2,NeuMF_3,NeuMF_4,PopScore_0,PopScore_1,PopScore_2,Pop_0,Random_0,RecVAE_0,RecVAE_1,RecVAE_2,RecVAE_3,RecVAE_4,SVD_0,SVD_1,SVD_2,SVD_3,SVD_4,SimpleX_0,SimpleX_1,SimpleX_2,SimpleX_3,SimpleX_4,UserUser_0,UserUser_1,UserUser_2,UserUser_3,UserUser_4
22363,12101,198502,0.0733522706417427,1.8480290885050823,0.5411170236551447,204,5,431,5,8.876358270357287,16.403768283612923,0.1450789250100612,0.145597638957206,0.1401690292000178,0.1039484863390421,0.0869382462102579,0.0464875016768769,0.0843446764745337,0.1237490497697088,0.1201627688592764,0.0932701337029915,0.1082860081384429,0.1239726333676161,0.1184635335151813,0.0916961051737244,0.0424719402584626,0.1508473818360684,0.1879622590886732,0.2118409873451683,0.2069400348790412,0.2031391137146178,0.1700397978804274,0.1532620846934668,0.1527165407145731,0.1916916335017662,0.1913249564011983,0.1840719044850869,0.1897777579036801,0.1839466976702589,0.1982649912802396,0.1941331663909135,0.1595939721862003,0.1600947994455126,0.0834861154585699,0.1612306041228815,0.083459285426821,0.1738154759547288,0.1760066348077736,0.1555798061406025,0.1767936682692817,0.158468531821397,0.164664848186737,0.1609980771810579,0.1669096275097258,0.1669632875732236,0.1612574341546304,0.1400706524169386,0.0744086213835352,0.0649376201761838,0.0652238071815051,0.066762062335107,0.2215624021821758,0.2259714707329069,0.2264901846800518,0.2264901846800518,0.2266422215266287,0.1600053660063497,0.1582524705987568,0.1497562938782811,0.1440772704914367,0.1369762554219022,0.1580914904082636,0.1624647855833295,0.1540043822385189,0.1429504091579841,0.1390063944909001,0.1436748200152036,0.1646737915306532,0.1441577605866833,0.1668738541340607,0.1854044627286142,0.0195859231766757,0.1314287929521361,0.132618357694612,0.1040069444797505,0.13253785359914,0.1046997272280104,0.0968653579573402,0.138541340607253,0.1151366095783213,0.1041541832491168,0.0503063095291328,0.0501811027143048,0.0503063095291328,0.0490631847247685,0.0027724366140499,0.1140365782766175,0.1648168850333139,0.169163350176631,0.159951705942852,0.1237043330501274,0.107704690783884,0.1198676385100389,0.1337387649242051,0.1463846532218396,0.1550507534767248,0.0392791664803469,0.1902517551312435,0.1812279211197066,0.0401287841523945,0.1801726065375843,0.2060635871752448,0.1242856504046862,0.2036131109421812,0.1632696865357956,0.2033269239368599
1819,14868,984499,3.640240086741704,0.1223432875975248,8.173721825178669,7025,15,1541,5,541.2308960967565,66.21596717783159,0.9614073666849916,0.9608576140736668,0.9570093457943928,0.9224848818031886,0.8962067069818582,0.9418361737218252,0.9578889499725124,0.9622869708631115,0.9677844969763608,0.966355140186916,0.9672347443650358,0.9626168224299064,0.9575590984057174,0.9390874106652006,0.4771852666300164,0.959978009895547,0.97130291368884,0.9796591533809784,0.9811984606926882,0.9810885101704232,0.9463441451346892,0.9459043430456296,0.949532710280374,0.9224848818031886,0.918856514568444,0.7641561297416163,0.8721275426058274,0.765695437053326,0.8959868059373282,0.823199560197911,0.9574491478834524,0.9556899395272128,0.9556899395272128,0.9550302363936228,0.9550302363936228,0.9473336998350742,0.9483232545354592,0.9340296866410116,0.9494227597581087,0.9409565695437052,0.9692138537658056,0.9620670698185816,0.9607476635514018,0.9588785046728971,0.958768554150632,0.9168774051676746,0.6211105002748762,0.5349092908191314,0.5448048378229796,0.5455744914788345,0.966135239142386,0.976690489279824,0.9791094007696536,0.9791094007696536,0.9796591533809784,0.9478834524463992,0.9671247938427708,0.9719626168224298,0.97108301264431,0.9687740516767456,0.9530511269928532,0.9689939527212754,0.9714128642111052,0.97020340846619,0.9672347443650358,0.9754810335349092,0.931720725673447,0.9774601429356788,0.9224848818031886,0.926663001649258,0.9380978559648158,0.9732820230896098,0.9721825178669598,0.9738317757009344,0.9736118746564044,0.8719076415612974,0.8841121495327103,0.9179769103903244,0.8911489829576691,0.8392523364485982,0.9454645409565696,0.9453545904343044,0.9454645409565696,0.9443650357339198,0.1330401319406266,0.9746014293567894,0.9575590984057174,0.9577789994502476,0.9786695986805938,0.9755909840571744,0.9578889499725124,0.9625068719076416,0.966135239142386,0.9709730621220448,0.9725123694337549,0.8753161077515118,0.9463441451346892,0.948433205057724,0.8755360087960419,0.948433205057724,0.9695437053326004,0.9695437053326004,0.97020340846619,0.97020340846619,0.9696536558548654
9930,24780,206241,0.0838155222148258,0.400726392251816,2.495468277945619,1747,5,218,5,20.76948640483384,8.322881355932203,0.0736354481369586,0.064894259818731,0.0601007049345417,0.0398791540785498,0.0337361530715004,0.0345417925478348,0.0384692849949647,0.0402819738167169,0.0713595166163141,0.0496878147029204,0.0595770392749244,0.0581470292044309,0.0602215508559919,0.0438469284994964,0.0072708962739173,0.0771198388721046,0.104894259818731,0.1155287009063443,0.1085800604229607,0.1036858006042295,0.0673917421953675,0.0585699899295065,0.066183282980866,0.0945417925478347,0.0934138972809667,0.0928298086606243,0.0970594159113796,0.0920443101711983,0.1031621349446122,0.0991339375629405,0.0497079556898287,0.0574420946626384,0.0451359516616313,0.0578247734138972,0.0464048338368579,0.0703524672708962,0.0724672708962739,0.0549043303121852,0.0756092648539777,0.05472306143001,0.0734541792547834,0.0661228600201409,0.0607854984894259,0.0585095669687814,0.0573816717019133,0.0709768378650553,0.0360523665659617,0.0309768378650553,0.0321248741188317,0.0327492447129908,0.0884793554884188,0.0911178247734138,0.0918630412890231,0.0918630412890231,0.0918227593152064,0.0844511581067471,0.080342396777442,0.077703927492447,0.0641289023162134,0.0513796576032225,0.0853172205438066,0.0867270896273917,0.0851963746223564,0.0746223564954682,0.0494058408862033,0.0511379657603222,0.0505538771399798,0.0626183282980865,0.0605639476334339,0.0767774420946626,0.0128096676737159,0.0447734138972809,0.0446525679758307,0.0309768378650553,0.0530916414904329,0.0434843907351459,0.0403826787512587,0.0648338368580059,0.0538368580060422,0.0448741188318227,0.0380664652567975,0.0380060422960724,0.0380664652567975,0.038207452165156,0.0033836858006041,0.0541591137965759,0.0805438066465256,0.083262839879154,0.0665458207452164,0.0661228600201409,0.0247532729103725,0.0266062437059415,0.0388519637462235,0.0550453172205437,0.0651359516616314,0.02944612286002,0.1053776435045316,0.1001611278952668,0.0298489425981872,0.1010070493454179,0.1164149043303121,0.0334138972809667,0.11607250755287,0.0680161127895266,0.11607250755287
576,550,13116,4.140151515151516,1.0472727272727274,0.9548611111111112,146,5,352,5,22.77083333333333,23.847272727272728,0.7052083333333333,0.8131944444444444,0.8003472222222221,0.7413194444444444,0.684375,0.4934027777777778,0.7704861111111111,0.8,0.8013888888888889,0.720486111111111,0.7375,0.7888888888888889,0.7982638888888889,0.788888888888889,0.7836805555555555,0.7274305555555556,0.7822916666666667,0.8180555555555555,0.820138888888889,0.814236111111111,0.2774305555555555,0.29375,0.728125,0.8052083333333334,0.8114583333333334,0.5600694444444445,0.5871527777777777,0.5819444444444445,0.496875,0.4982638888888889,0.7597222222222222,0.7756944444444445,0.720486111111111,0.7802083333333334,0.725,0.8,0.7996527777777778,0.7840277777777778,0.8006944444444445,0.7802083333333334,0.7788194444444445,0.7802083333333334,0.7833333333333333,0.7833333333333333,0.7802083333333334,0.4267361111111111,0.4302083333333333,0.4076388888888889,0.4097222222222222,0.4190972222222222,0.7770833333333333,0.814236111111111,0.8138888888888889,0.8138888888888889,0.8121527777777778,0.8149305555555555,0.8173611111111111,0.8170138888888889,0.8024305555555555,0.8079861111111111,0.8114583333333334,0.8159722222222221,0.8152777777777779,0.8118055555555556,0.8104166666666666,0.5572916666666667,0.7944444444444445,0.4760416666666667,0.6934027777777778,0.7909722222222222,0.6850694444444445,0.3961805555555555,0.3916666666666666,0.4447916666666667,0.3413194444444444,0.7868055555555555,0.7902777777777777,0.810763888888889,0.8069444444444445,0.5114583333333333,0.7506944444444444,0.7503472222222223,0.7506944444444444,0.6961805555555556,0.1513888888888888,0.711111111111111,0.814236111111111,0.8211805555555556,0.803125,0.8118055555555556,0.8097222222222221,0.8111111111111111,0.814236111111111,0.814236111111111,0.8145833333333334,0.6895833333333333,0.8083333333333333,0.7965277777777777,0.6802083333333334,0.7989583333333334,0.8236111111111111,0.8236111111111111,0.8090277777777779,0.8090277777777779,0.7982638888888889
24303,10672,231780,0.0893655752052377,2.277267616191904,0.4391227420483068,773,5,802,5,9.537094185902976,21.718515742128936,0.2297164959058552,0.2384973048594823,0.226169608690285,0.1555034357898201,0.1283051475126527,0.0587581780027156,0.096259721022096,0.206089783154343,0.1627782578282516,0.1215570094227049,0.1450685100604863,0.1778545858535983,0.1744393696251491,0.1060774389993004,0.0420771098218326,0.202699255235979,0.2619429700037032,0.2942681973418919,0.2877340246060156,0.281134016376579,0.2579187754598197,0.2377237378101468,0.220071596099247,0.2859893840266633,0.2864090852981113,0.2781055836727976,0.2860634489569188,0.2791342632596799,0.2924906390157593,0.2861045961403942,0.2194955355305929,0.2315516602888531,0.1414310990412705,0.230967370283504,0.1422951898942517,0.2625190305723573,0.2618112990165823,0.2092498868452454,0.2616631691560712,0.2206229683578158,0.237748426120232,0.2273711064477636,0.2402090276920544,0.2412706250257169,0.2310332057770645,0.2294860716783935,0.0976998724437311,0.0859317779697979,0.0882277908077191,0.0880385137637328,0.31520388429412,0.3184792000987532,0.3181088754474755,0.3181088754474755,0.3179525161502695,0.2546434596551866,0.2368925647039459,0.2204254618771345,0.2146401678805085,0.1955972513681438,0.2502571698967205,0.2444883347734847,0.2323910628317491,0.2184586265070155,0.2078261942970003,0.212870838991071,0.2466855943710652,0.2108217092540015,0.2485865942476237,0.2699831296547751,0.053302061473892,0.1790725424844669,0.1802575813685552,0.1710159239600049,0.1786610706497139,0.1672797597004484,0.1591326173723408,0.2243344443072871,0.1819610747644323,0.1560465786116939,0.0631773855079619,0.0632020738180471,0.0631773855079619,0.0632679093116075,0.0032094803110726,0.1672715302637534,0.2521252520264987,0.2577048101057482,0.2294284656215282,0.1826029708266468,0.1444183845615767,0.1695428547915894,0.1954655803810228,0.2107805620705262,0.2309015347899436,0.0514092910340286,0.2813232934205653,0.2853145702176686,0.0528659013290539,0.2854873883882648,0.2776529646545693,0.2219067604822449,0.2754968522404641,0.2615808747891206,0.2753240340698679
1062,3895,40825,0.986947871262834,0.2726572528883184,3.667608286252354,318,5,273,5,38.44161958568738,10.481386392811295,0.4717514124293785,0.4491525423728813,0.4086629001883239,0.3013182674199623,0.2421845574387947,0.3252354048964218,0.4195856873822975,0.4274952919020715,0.4180790960451978,0.3589453860640301,0.428060263653484,0.4463276836158192,0.4129943502824859,0.4352165725047081,0.3964218455743879,0.475894538606403,0.5323917137476459,0.5749529190207155,0.5512241054613936,0.5312617702448211,0.3305084745762712,0.3467043314500941,0.4862523540489641,0.455743879472693,0.4691148775894539,0.4354048964218456,0.4451977401129944,0.4367231638418078,0.4412429378531073,0.432015065913371,0.3821092278719397,0.5338983050847458,0.5258003766478343,0.5627118644067797,0.5548022598870056,0.5461393596986818,0.5427495291902071,0.4580037664783427,0.5323917137476459,0.5514124293785311,0.4491525423728813,0.5186440677966102,0.5591337099811676,0.5700564971751412,0.5619585687382298,0.3500941619585687,0.183427495291902,0.1532956685499058,0.1546139359698681,0.1548022598870056,0.371563088512241,0.4975517890772128,0.5246704331450094,0.5246704331450094,0.5222222222222223,0.4563088512241054,0.43954802259887,0.4148775894538606,0.3709981167608286,0.3393596986817325,0.4629001883239171,0.4427495291902071,0.4141242937853107,0.3873822975517891,0.35969868173258,0.467608286252354,0.5354048964218456,0.428060263653484,0.484557438794727,0.5531073446327683,0.4199623352165725,0.3717514124293785,0.3723163841807909,0.4009416195856873,0.3370998116760829,0.3858757062146892,0.3751412429378531,0.5056497175141244,0.4457627118644067,0.2502824858757062,0.4212806026365349,0.4212806026365349,0.4212806026365349,0.4195856873822975,0.0393596986817325,0.3510357815442561,0.4839924670433145,0.4811676082862523,0.4555555555555555,0.383804143126177,0.4834274952919021,0.4979284369114877,0.5267419962335216,0.5365348399246704,0.5480225988700564,0.3817325800376648,0.5585687382297552,0.5401129943502825,0.3839924670433145,0.5357815442561206,0.5335216572504707,0.516195856873823,0.515065913370998,0.5105461393596987,0.5148775894538606
23724,29794,687070,0.0972040269729623,0.7962677049070283,1.255859045692126,1763,5,1340,5,28.9609677963244,23.060683359065585,0.2125358286966784,0.2579160343955488,0.2442674085314449,0.1815208227954813,0.1744056651492159,0.1284184791772044,0.1669111448322373,0.2460293373798684,0.2541392682515596,0.2155454392176698,0.1846906086663294,0.1824397234867644,0.1657224751306693,0.1215983813859382,0.0972432979261506,0.3090625526892598,0.4006322711178553,0.4181925476310908,0.3927836789748777,0.3761507334344967,0.2718934412409374,0.2386697015680323,0.2662873039959534,0.3095515090204012,0.312881470241106,0.2824144326420502,0.3035491485415612,0.2826673410891923,0.3188669701568032,0.3038947900859888,0.3358455572416118,0.3398415107064576,0.2916371606811667,0.3446720620468723,0.2949755521834429,0.2619625695498229,0.2533721126285618,0.3109677963243972,0.2530770527735626,0.3180660934075198,0.3700977912662282,0.3448406676783004,0.3526892598212779,0.3516607654695666,0.3432726353060192,0.2248524700725003,0.1164559096273815,0.0911903557578822,0.0929691451694486,0.0943095599393019,0.426386781318496,0.4317905918057663,0.4332827516439049,0.4332827516439049,0.4340077558590456,0.2817147192716236,0.2801888383071994,0.2512982633619963,0.2512982633619963,0.2142977575451019,0.2783088855167762,0.2910554712527398,0.2772213791940651,0.2697437194402292,0.2190608666329455,0.2726521665823638,0.2642893272635305,0.2804248861911987,0.2917804754678806,0.3323132692631933,0.1158742201989545,0.2291519136739166,0.2318917551846231,0.2208396560445118,0.2432979261507334,0.1795312763446299,0.1393609846568875,0.2181419659416624,0.1935424043163041,0.1918647782835946,0.1287978418479176,0.1287894115663462,0.1287978418479176,0.1292277862080593,0.0035744393862754,0.2469650986342943,0.3241021750126454,0.333055134041477,0.3126201315123925,0.2696678469060866,0.2027904232001348,0.2231917046029337,0.2452453211937278,0.2587674928342606,0.2769937615916372,0.1075619625695497,0.3125442589782498,0.3346147361321868,0.107317484403979,0.338037430450177,0.327137076378351,0.3147108413421008,0.3109172146349688,0.3063817231495532,0.291392682515596
35598,18357,296337,0.0453480454569589,1.93920575257395,0.5156750379234788,296,5,1042,5,8.324540704533963,16.142997221768262,0.1003539524692398,0.0858587561098937,0.0782965335131186,0.0496600932636664,0.0434013146805999,0.0456093038934771,0.0637563908084723,0.1102365301421427,0.0504466543064216,0.0390864655317714,0.0805831788302713,0.0750603966514972,0.0742401258497668,0.0598123490083712,0.0377830215180627,0.0870947806056519,0.1224450811843361,0.150272487218383,0.1498511152311927,0.1486656553738973,0.1222652958031349,0.1093994044609247,0.0987077925726163,0.1359795494128883,0.134732288330805,0.1290016293050171,0.1349289285914938,0.1291926512725433,0.1389628630821955,0.134659250519692,0.083864262037193,0.0926625091297263,0.0446092477105454,0.0881959660655092,0.0446598123490083,0.1163267599303331,0.1182369796055957,0.0774256980729254,0.1188493735603123,0.0841339401089948,0.0847688072363615,0.0858699926962188,0.0947749873588403,0.0953480532614191,0.0879880892184953,0.0910556772852407,0.0298162818135849,0.0262261924827236,0.0263497949322995,0.0269172425417157,0.1558177425698072,0.1583853025450867,0.1598292038878588,0.1598292038878588,0.1609416259340412,0.0953087252092813,0.0930445530647788,0.0884319343783358,0.0839653913141187,0.0761784369908421,0.0948424068767908,0.0991235462666441,0.0931119725827293,0.0838136973987302,0.0777571773695151,0.0890218551604022,0.1128715096353727,0.0875217708860047,0.1020619135906511,0.1245407045339625,0.0451935501994493,0.0849036462722624,0.085369964604753,0.0457666161020281,0.0850103938423506,0.0529524130569132,0.0515197483004662,0.081897859430305,0.0584021574245743,0.0508848811730995,0.0443788976908814,0.0443170964660935,0.0443788976908814,0.0440642732737793,0.0017809989325242,0.0590089330861284,0.0886398112253496,0.0913478285296926,0.0942974324400246,0.0710096072813079,0.0737007697061632,0.0810326422832743,0.0900050564638462,0.0972020900050564,0.1030675880667452,0.0360301140513511,0.1435979549412887,0.1349851115231192,0.0365638519017921,0.1299061745041855,0.14831732119782,0.076470588235294,0.1483454126636327,0.118658351592786,0.1483454126636327
4096,136,97879,17.570764878216913,30.11764705882353,0.033203125,130,5,4094,163,23.896240234375,719.6985294117648,0.987109375,0.986767578125,0.980810546875,0.960888671875,0.879638671875,0.9853515625,0.993310546875,0.99404296875,0.96875,0.961181640625,0.939306640625,0.66337890625,0.661083984375,0.771923828125,0.507421875,0.991162109375,0.99140625,0.992529296875,0.993798828125,0.993408203125,0.985595703125,0.9861328125,0.9841796875,0.991357421875,0.990185546875,0.742333984375,0.71044921875,0.744287109375,0.49287109375,0.566552734375,0.982080078125,0.981689453125,0.858154296875,0.981640625,0.858056640625,0.980712890625,0.980712890625,0.981591796875,0.980712890625,0.981591796875,0.981591796875,0.981591796875,0.981591796875,0.981591796875,0.981591796875,0.792041015625,0.542626953125,0.712646484375,0.641064453125,0.620068359375,0.984033203125,0.991162109375,0.990771484375,0.990771484375,0.989697265625,0.988427734375,0.9921875,0.99248046875,0.991552734375,0.972021484375,0.986865234375,0.992822265625,0.99267578125,0.985302734375,0.96103515625,0.525,0.850439453125,0.919873046875,0.975244140625,0.95654296875,0.974853515625,0.64912109375,0.8056640625,0.95390625,0.98017578125,0.927880859375,0.917333984375,0.986962890625,0.92666015625,0.74443359375,0.97919921875,0.97939453125,0.97919921875,0.60693359375,0.461865234375,0.993212890625,0.988037109375,0.990966796875,0.9923828125,0.9794921875,0.989111328125,0.987646484375,0.988720703125,0.98662109375,0.986572265625,0.964697265625,0.98994140625,0.9927734375,0.961962890625,0.992236328125,0.994677734375,0.994677734375,0.99482421875,0.99482421875,0.993310546875
132,294,2027,5.223149866007009,0.4489795918367347,2.227272727272727,66,5,29,5,15.356060606060606,6.894557823129252,0.212121212121212,0.3515151515151514,0.403030303030303,0.4348484848484847,0.4166666666666667,0.2106060606060605,0.303030303030303,0.3742424242424242,0.4742424242424242,0.4378787878787878,0.2969696969696969,0.2727272727272726,0.2818181818181818,0.3151515151515151,0.2924242424242423,0.4393939393939393,0.4787878787878787,0.4803030303030303,0.4590909090909091,0.4545454545454545,0.2454545454545454,0.2424242424242423,0.3121212121212121,0.3848484848484849,0.4,0.3848484848484849,0.3924242424242424,0.3863636363636363,0.35,0.3393939393939393,0.4181818181818181,0.4439393939393939,0.3636363636363636,0.4424242424242424,0.3636363636363636,0.4454545454545454,0.4424242424242424,0.4424242424242424,0.4424242424242424,0.4424242424242424,0.4378787878787878,0.4424242424242424,0.4378787878787878,0.4378787878787878,0.4424242424242424,0.206060606060606,0.4424242424242424,0.4212121212121212,0.4257575757575758,0.4318181818181818,0.3181818181818182,0.4515151515151515,0.4803030303030303,0.4803030303030303,0.4893939393939394,0.4651515151515151,0.4803030303030303,0.4878787878787879,0.4454545454545454,0.4272727272727272,0.4424242424242424,0.4787878787878787,0.4909090909090908,0.4651515151515151,0.4606060606060606,0.3333333333333333,0.409090909090909,0.4621212121212121,0.3712121212121212,0.4045454545454545,0.1954545454545454,0.3712121212121212,0.403030303030303,0.4424242424242424,0.4575757575757575,0.4106060606060605,0.4439393939393939,0.2939393939393939,0.4439393939393938,0.3984848484848484,0.3,0.2939393939393939,0.3,0.2121212121212121,0.2227272727272726,0.3878787878787879,0.45,0.4272727272727272,0.4666666666666666,0.4257575757575758,0.4166666666666667,0.4439393939393939,0.4439393939393939,0.4787878787878787,0.4787878787878787,0.256060606060606,0.4257575757575758,0.456060606060606,0.2696969696969696,0.4393939393939393,0.4984848484848484,0.0348484848484847,0.4984848484848484,0.35,0.4984848484848484
